Date/Time,Source Lat,Source Lon
04/25/2014 13:31:00,40.7741,-73.8721
04/25/2014 13:33:00,40.7233,-74.0029
04/25/2014 13:36:00,40.7378,-74.0002
04/25/2014 13:41:00,40.7507,-73.974
04/25/2014 13:51:00,40.7412,-74.0057
04/25/2014 13:55:00,40.7286,-73.9925
04/25/2014 13:55:00,40.7649,-73.9688
04/25/2014 13:57:00,40.7643,-73.9709
04/25/2014 14:01:00,40.7465,-74.0082
04/25/2014 14:16:00,40.708,-73.9568
04/25/2014 14:17:00,40.7435,-73.9538
04/25/2014 14:18:00,40.7578,-73.9823
04/25/2014 14:26:00,40.7703,-73.9176
04/25/2014 14:28:00,40.7048,-74.012
04/25/2014 14:31:00,40.7221,-74.0042
04/25/2014 14:37:00,40.7657,-73.9789
04/25/2014 14:38:00,40.7173,-73.9605
04/25/2014 14:46:00,40.761,-73.987
04/25/2014 14:48:00,40.7298,-73.9971
04/25/2014 14:53:00,40.645,-73.782
04/25/2014 15:04:00,40.7367,-74.0066
04/25/2014 15:09:00,40.7991,-73.9623
04/25/2014 15:09:00,40.7752,-73.9607
04/25/2014 15:10:00,40.7367,-73.9973
04/25/2014 15:17:00,40.7725,-73.9649
04/25/2014 15:18:00,40.7079,-74.0034
04/25/2014 15:22:00,40.7668,-73.9928
04/25/2014 15:33:00,40.7317,-73.9742
04/25/2014 15:38:00,40.7337,-73.9918
04/25/2014 15:51:00,40.7613,-73.9799
04/25/2014 15:52:00,40.7556,-73.9766
04/25/2014 15:53:00,40.7655,-73.9797
04/25/2014 15:55:00,40.7663,-73.9542
04/25/2014 15:59:00,40.7888,-73.9537
04/25/2014 15:59:00,40.734,-73.9986
04/25/2014 16:05:00,40.7047,-74.0118
04/25/2014 16:07:00,40.7423,-74.0044
04/25/2014 16:10:00,40.7637,-73.9718
04/25/2014 16:12:00,40.7487,-74.0067
04/25/2014 16:15:00,40.7901,-73.9488
04/25/2014 16:22:00,40.7727,-73.9594
04/25/2014 16:24:00,40.7655,-73.9837
04/25/2014 16:26:00,40.727,-73.9767
04/25/2014 16:35:00,40.7631,-73.9721
04/25/2014 16:37:00,40.7708,-73.9491
04/25/2014 16:37:00,40.756,-73.9849
04/25/2014 16:38:00,40.7169,-74.0473
04/25/2014 16:41:00,40.7664,-73.9801
04/25/2014 16:43:00,40.7399,-73.9867
04/25/2014 16:45:00,40.7067,-74.0087
04/25/2014 16:46:00,40.7534,-73.9964
04/25/2014 16:47:00,40.7608,-73.9755
04/25/2014 16:48:00,40.7574,-73.9686
04/25/2014 16:51:00,40.7481,-73.9816
04/25/2014 16:59:00,40.7235,-74.0027
04/25/2014 17:05:00,40.6417,-73.7888
04/25/2014 17:13:00,40.7405,-73.9904
04/25/2014 17:17:00,40.7592,-73.9726
04/25/2014 17:33:00,40.7558,-73.9757
04/25/2014 17:39:00,40.7546,-73.9989
04/25/2014 17:40:00,40.7309,-73.9954
04/25/2014 17:43:00,40.7469,-73.9963
04/25/2014 17:43:00,40.7742,-73.9633
04/25/2014 17:44:00,40.7417,-73.9832
04/25/2014 17:50:00,40.7333,-74.0048
04/25/2014 17:55:00,40.7779,-73.9612
04/25/2014 17:55:00,40.716,-73.9983
04/25/2014 17:59:00,40.7405,-74.0078
04/25/2014 17:59:00,40.7028,-73.9907
04/25/2014 18:01:00,40.7466,-74.0016
04/25/2014 18:03:00,40.7406,-73.9903
04/25/2014 18:04:00,40.7575,-73.9627
04/25/2014 18:08:00,40.7692,-73.9958
04/25/2014 18:15:00,40.7601,-73.9809
04/25/2014 18:19:00,40.7563,-73.9719
04/25/2014 18:21:00,40.7336,-74.0018
04/25/2014 18:21:00,40.7603,-73.9853
04/25/2014 18:24:00,40.8295,-73.8966
04/25/2014 18:24:00,40.7408,-73.998
04/25/2014 18:27:00,40.7439,-73.9719
04/25/2014 18:27:00,40.7426,-73.9825
04/25/2014 18:32:00,40.7614,-73.9746
04/25/2014 18:35:00,40.7376,-74.0024
04/25/2014 18:37:00,40.7404,-73.9985
04/25/2014 18:41:00,40.7529,-74.0049
04/25/2014 18:43:00,40.7052,-74.0094
04/25/2014 18:47:00,40.7533,-73.9784
04/25/2014 18:48:00,40.7538,-73.9761
04/25/2014 18:49:00,40.7243,-73.9906
04/25/2014 18:52:00,40.7076,-74.0097
04/25/2014 18:54:00,40.5765,-73.9659
04/25/2014 18:58:00,40.7362,-74.0036
04/25/2014 18:59:00,40.7784,-73.9514
04/25/2014 19:01:00,40.774,-73.8725
04/25/2014 19:09:00,40.7227,-73.9959
04/25/2014 19:10:00,40.727,-74.0056
04/25/2014 19:10:00,40.754,-73.9742
04/25/2014 19:11:00,40.7809,-73.981
04/25/2014 19:13:00,40.7218,-73.9975
04/25/2014 19:16:00,40.7411,-73.9957
04/25/2014 19:32:00,40.7579,-73.9796
04/25/2014 19:35:00,40.752,-73.9822
04/25/2014 19:38:00,40.753,-74.004
04/25/2014 19:39:00,40.7639,-73.9702
04/25/2014 19:42:00,40.7582,-73.9621
04/25/2014 19:48:00,40.7383,-73.6027
04/25/2014 19:54:00,40.7129,-73.9968
04/25/2014 19:54:00,40.7313,-73.9886
04/25/2014 20:01:00,40.7301,-73.9857
04/25/2014 20:06:00,40.6516,-73.9702
04/25/2014 20:10:00,40.7807,-73.9798
04/25/2014 20:12:00,40.7221,-74.0098
04/25/2014 20:18:00,40.772,-73.9903
04/25/2014 20:20:00,40.7368,-73.9745
04/25/2014 20:20:00,40.7237,-73.912
04/25/2014 20:29:00,40.7782,-73.9627
04/25/2014 20:38:00,40.722,-73.9944
04/25/2014 20:40:00,40.7303,-73.9759
04/25/2014 20:41:00,40.7188,-74.0123
04/25/2014 20:57:00,40.7707,-73.8656
04/25/2014 20:57:00,40.7217,-74.0062
04/25/2014 21:02:00,40.725,-73.9555
04/25/2014 21:06:00,40.7345,-74.0014
04/25/2014 21:08:00,40.7561,-73.9792
04/25/2014 21:19:00,40.7727,-73.9656
04/25/2014 21:30:00,40.7541,-74.0004
04/25/2014 21:38:00,40.7591,-73.9883
04/25/2014 21:48:00,40.7305,-74.0043
04/25/2014 21:50:00,40.6835,-73.9759
04/25/2014 21:52:00,40.7638,-73.9764
04/25/2014 21:57:00,40.7193,-74.0087
04/25/2014 21:57:00,40.7252,-73.9924
04/25/2014 22:00:00,40.7616,-73.9834
04/25/2014 22:00:00,40.7608,-73.9835
04/25/2014 22:01:00,40.7554,-73.9837
04/25/2014 22:02:00,40.7555,-73.9836
04/25/2014 22:07:00,40.7709,-73.8659
04/25/2014 22:07:00,40.7363,-74.0013
04/25/2014 22:10:00,40.7193,-73.9616
04/25/2014 22:13:00,40.7433,-73.9975
04/25/2014 22:14:00,40.759,-73.9763
04/25/2014 22:15:00,40.7599,-73.9916
04/25/2014 22:21:00,40.7725,-73.9773
04/25/2014 22:22:00,40.7344,-73.9554
04/25/2014 22:23:00,40.7392,-73.9952
04/25/2014 22:25:00,40.7887,-73.9489
04/25/2014 22:29:00,40.8013,-73.944
04/25/2014 22:31:00,40.7552,-73.9848
04/25/2014 22:38:00,40.7306,-74.0017
04/25/2014 22:42:00,40.7349,-73.9985
04/25/2014 22:42:00,40.7301,-74.0033
04/25/2014 22:43:00,40.7621,-73.9744
04/25/2014 22:44:00,40.749,-74.0302
04/25/2014 22:48:00,40.6364,-74.0368
04/25/2014 22:49:00,40.7265,-73.9939
04/25/2014 22:51:00,40.7429,-74.0003
04/25/2014 22:51:00,40.7305,-74.0066
04/25/2014 22:55:00,40.7426,-73.9942
04/25/2014 22:56:00,40.7158,-73.9974
04/25/2014 23:00:00,40.7868,-73.9794
04/25/2014 23:05:00,40.7619,-73.9654
04/25/2014 23:09:00,40.7451,-74.0083
04/25/2014 23:12:00,40.7148,-73.9833
04/25/2014 23:19:00,40.7366,-73.9932
04/25/2014 23:28:00,40.8587,-73.884
04/25/2014 23:28:00,40.7397,-73.9951
04/25/2014 23:31:00,40.7405,-74.0079
04/25/2014 23:43:00,40.6765,-73.9805
04/25/2014 23:44:00,40.7557,-73.9907
04/25/2014 23:48:00,40.7302,-73.9797
04/25/2014 23:52:00,40.7248,-73.9972
04/25/2014 23:52:00,40.7397,-74.0062
04/25/2014 23:53:00,40.7411,-74.0077
04/25/2014 23:56:00,40.7328,-73.9977
04/26/2014 00:04:00,40.7435,-73.9846
04/26/2014 00:06:00,40.6901,-73.9912
04/26/2014 00:21:00,40.6756,-73.95
04/26/2014 00:39:00,40.7479,-73.9873
04/26/2014 00:49:00,40.7424,-74.0044
04/26/2014 01:01:00,40.7325,-73.997
04/26/2014 01:11:00,40.7121,-74.0083
04/26/2014 01:12:00,40.7214,-73.9886
04/26/2014 01:13:00,40.7557,-73.9677
04/26/2014 01:14:00,40.7587,-73.9834
04/26/2014 01:16:00,40.7383,-73.9856
04/26/2014 01:19:00,40.7414,-74.0081
04/26/2014 01:27:00,40.7148,-74.0137
04/26/2014 01:33:00,40.7396,-74.0018
04/26/2014 01:41:00,40.7437,-74.0071
04/26/2014 01:46:00,40.7229,-73.9834
04/26/2014 01:53:00,40.767,-73.9698
04/26/2014 02:09:00,40.7364,-74.0083
04/26/2014 02:20:00,40.7444,-73.9762
04/26/2014 02:23:00,40.8042,-73.9418
04/26/2014 02:31:00,40.6858,-73.9731
04/26/2014 02:34:00,40.7444,-74.0066
04/26/2014 02:39:00,40.7193,-73.9886
04/26/2014 02:59:00,40.7567,-73.9882
04/26/2014 03:19:00,40.7319,-74.0008
04/26/2014 03:27:00,40.7556,-73.988
04/26/2014 04:11:00,40.7232,-74.0738
04/26/2014 04:23:00,40.7345,-73.8581
04/26/2014 04:24:00,40.6462,-73.7769
04/26/2014 05:03:00,40.7996,-73.9619
04/26/2014 05:13:00,40.6917,-73.992
04/26/2014 05:40:00,40.7545,-73.9954
04/26/2014 06:06:00,40.7565,-73.9685
04/26/2014 06:17:00,40.6795,-73.9803
04/26/2014 06:33:00,40.7475,-74.0017
04/26/2014 06:42:00,40.7567,-73.9742
04/26/2014 06:58:00,40.7466,-73.9806
04/26/2014 07:40:00,40.7701,-73.9594
04/26/2014 08:12:00,40.6771,-73.9917
04/26/2014 09:16:00,40.7085,-74.0069
04/26/2014 09:28:00,40.7487,-73.9811
04/26/2014 09:28:00,40.7795,-73.9455
04/26/2014 09:49:00,40.7111,-74.0058
04/26/2014 09:53:00,40.7531,-73.9798
04/26/2014 10:15:00,40.7574,-73.9736
04/26/2014 10:32:00,40.774,-73.8718
04/26/2014 10:34:00,40.7285,-74.0039
04/26/2014 10:37:00,40.6897,-73.9702
04/26/2014 10:41:00,40.6463,-73.7769
04/26/2014 10:46:00,40.6879,-74.1829
04/26/2014 10:48:00,40.7683,-73.9136
04/26/2014 11:10:00,40.7268,-73.9965
04/26/2014 11:11:00,40.7524,-73.9925
04/26/2014 11:11:00,40.7816,-73.9584
04/26/2014 11:21:00,40.7533,-73.9675
04/26/2014 11:38:00,40.6821,-73.9908
04/26/2014 11:40:00,40.7629,-73.9677
04/26/2014 12:07:00,40.7779,-73.9539
04/26/2014 12:09:00,40.745,-73.9949
04/26/2014 12:20:00,40.7945,-73.9663
04/26/2014 12:28:00,40.7589,-73.9912
04/26/2014 12:30:00,40.739,-73.9934
04/26/2014 12:33:00,40.7849,-73.9733
04/26/2014 12:34:00,40.7598,-73.9998
04/26/2014 12:39:00,40.7558,-73.9832
04/26/2014 12:39:00,40.7217,-73.9875
04/26/2014 12:53:00,40.7843,-73.9831
04/26/2014 12:56:00,40.7063,-74.0097
04/26/2014 12:59:00,40.7194,-74.0086
04/26/2014 13:17:00,40.762,-73.9789
04/26/2014 13:19:00,40.7327,-73.9878
04/26/2014 13:40:00,40.6838,-73.9332
04/26/2014 13:41:00,40.6449,-73.7823
04/26/2014 13:55:00,40.7195,-73.9866
04/26/2014 13:58:00,40.7898,-73.9801
04/26/2014 14:03:00,40.6939,-73.9871
04/26/2014 14:06:00,40.7287,-73.9824
04/26/2014 14:13:00,40.6449,-73.7824
04/26/2014 14:25:00,40.7432,-73.9958
04/26/2014 14:31:00,40.7486,-73.8353
04/26/2014 14:38:00,40.68,-73.9746
04/26/2014 14:57:00,40.7437,-73.9944
04/26/2014 14:58:00,40.7202,-74.012
04/26/2014 15:08:00,40.7651,-73.9782
04/26/2014 15:13:00,40.7223,-74.0115
04/26/2014 15:19:00,40.7819,-73.9811
04/26/2014 15:21:00,40.734,-73.9999
04/26/2014 15:24:00,40.7624,-73.9376
04/26/2014 15:24:00,40.7075,-74.007
04/26/2014 15:29:00,40.7595,-73.9721
04/26/2014 15:30:00,40.7425,-73.9976
04/26/2014 15:32:00,40.7141,-73.9652
04/26/2014 15:33:00,40.769,-73.9695
04/26/2014 15:42:00,40.725,-73.9993
04/26/2014 16:00:00,40.7771,-73.9824
04/26/2014 16:07:00,40.6477,-73.9581
04/26/2014 16:11:00,40.7772,-73.9519
04/26/2014 16:12:00,40.7587,-73.9775
04/26/2014 16:14:00,40.7316,-73.9903
04/26/2014 16:18:00,40.7503,-73.9908
04/26/2014 16:18:00,40.6833,-73.992
04/26/2014 16:28:00,40.7048,-74.0137
04/26/2014 16:30:00,40.7402,-74.0014
04/26/2014 16:31:00,40.7051,-74.0079
04/26/2014 16:34:00,40.7638,-73.9813
04/26/2014 16:37:00,40.7305,-74.0026
04/26/2014 16:37:00,40.7489,-74.005
04/26/2014 16:38:00,40.7578,-73.9711
04/26/2014 16:38:00,40.7746,-73.9819
04/26/2014 16:38:00,40.695,-73.9531
04/26/2014 16:45:00,40.7707,-73.9817
04/26/2014 16:48:00,40.7212,-74.0037
04/26/2014 16:55:00,40.7236,-73.956
04/26/2014 17:00:00,40.7274,-73.9939
04/26/2014 17:02:00,40.7404,-74.0058
04/26/2014 17:04:00,40.7709,-73.9874
04/26/2014 17:06:00,40.7292,-73.9958
04/26/2014 17:11:00,40.7199,-73.9879
04/26/2014 17:19:00,40.6898,-73.9523
04/26/2014 17:21:00,40.7467,-74.0077
04/26/2014 17:25:00,40.7644,-73.9958
04/26/2014 17:27:00,40.7256,-74.0055
04/26/2014 17:28:00,40.7116,-73.9943
04/26/2014 17:33:00,40.7285,-74.004
04/26/2014 17:34:00,40.6436,-73.7845
04/26/2014 17:37:00,40.7714,-73.9624
04/26/2014 17:37:00,40.7283,-74.0025
04/26/2014 17:39:00,40.7441,-73.9816
04/26/2014 17:41:00,40.7729,-73.9583
04/26/2014 17:42:00,40.7021,-73.9896
04/26/2014 17:43:00,40.7169,-74.008
04/26/2014 17:45:00,40.6418,-73.7881
04/26/2014 17:50:00,40.7824,-73.9577
04/26/2014 17:53:00,40.7129,-73.9958
04/26/2014 17:54:00,40.7521,-73.969
04/26/2014 18:00:00,40.8003,-73.9693
04/26/2014 18:16:00,40.7324,-74.0052
04/26/2014 18:17:00,40.7055,-73.928
04/26/2014 18:23:00,40.7443,-73.9924
04/26/2014 18:25:00,40.7785,-73.9885
04/26/2014 18:26:00,40.7388,-74.0081
04/26/2014 18:27:00,40.6826,-73.943
04/26/2014 18:29:00,40.767,-73.9551
04/26/2014 18:30:00,40.7295,-73.987
04/26/2014 18:32:00,40.684,-73.9995
04/26/2014 18:34:00,40.7367,-73.9818
04/26/2014 18:36:00,40.7743,-73.9594
04/26/2014 18:42:00,40.75,-73.9791
04/26/2014 18:51:00,40.6895,-73.9703
04/26/2014 18:52:00,40.7369,-73.9816
04/26/2014 18:55:00,40.7672,-73.9644
04/26/2014 18:56:00,40.7439,-73.9913
04/26/2014 18:56:00,40.7591,-73.979
04/26/2014 18:57:00,40.7624,-73.9824
04/26/2014 19:05:00,40.7139,-74.0095
04/26/2014 19:12:00,40.6903,-73.9553
04/26/2014 19:14:00,40.6776,-73.9973
04/26/2014 19:18:00,40.7599,-73.9922
04/26/2014 19:20:00,40.6643,-73.7231
04/26/2014 19:23:00,40.7412,-73.9788
04/26/2014 19:24:00,40.7512,-73.9712
04/26/2014 19:24:00,40.7503,-73.9946
04/26/2014 19:26:00,40.7567,-73.9841
04/26/2014 19:41:00,40.7387,-74.0088
04/26/2014 19:43:00,40.7432,-73.9529
04/26/2014 19:44:00,40.7566,-74.0014
04/26/2014 19:45:00,40.6879,-73.9193
04/26/2014 19:49:00,40.7741,-73.9573
04/26/2014 19:52:00,40.7266,-74.0025
04/26/2014 19:52:00,40.7247,-73.9987
04/26/2014 19:58:00,40.7146,-73.9517
04/26/2014 20:02:00,40.7536,-73.9141
04/26/2014 20:12:00,40.6858,-73.9911
04/26/2014 20:17:00,40.7063,-74.0096
04/26/2014 20:23:00,40.8249,-73.9518
04/26/2014 20:24:00,40.7606,-73.9728
04/26/2014 20:27:00,40.7244,-73.9973
04/26/2014 20:29:00,40.6608,-73.9613
04/26/2014 20:37:00,40.7869,-73.9778
04/26/2014 20:38:00,40.7237,-73.9907
04/26/2014 20:43:00,40.7565,-73.9977
04/26/2014 20:51:00,40.7401,-73.9868
04/26/2014 20:52:00,40.8278,-73.9396
04/26/2014 20:54:00,40.7177,-73.9544
04/26/2014 21:00:00,40.7431,-74.0076
04/26/2014 21:02:00,40.7692,-73.9692
04/26/2014 21:12:00,40.7376,-73.9902
04/26/2014 21:18:00,40.7216,-73.9995
04/26/2014 21:21:00,40.7228,-74.0049
04/26/2014 21:22:00,40.7398,-73.9797
04/26/2014 21:30:00,40.7128,-73.9654
04/26/2014 21:37:00,40.7595,-73.9918
04/26/2014 21:39:00,40.7594,-73.9682
04/26/2014 21:44:00,40.7303,-73.998
04/26/2014 21:50:00,40.7128,-73.9964
04/26/2014 21:57:00,40.6845,-73.9948
04/26/2014 21:57:00,40.6452,-73.7806
04/26/2014 21:58:00,40.7335,-73.9996
04/26/2014 21:59:00,40.7348,-73.9989
04/26/2014 22:03:00,40.7583,-73.9921
04/26/2014 22:04:00,40.7181,-74.0146
04/26/2014 22:04:00,40.6794,-74.0004
04/26/2014 22:05:00,40.7291,-73.9842
04/26/2014 22:07:00,40.7121,-73.9527
04/26/2014 22:07:00,40.7636,-73.9854
04/26/2014 22:10:00,40.6822,-73.9797
04/26/2014 22:15:00,40.7213,-73.9968
04/26/2014 22:16:00,40.7423,-74.0063
04/26/2014 22:16:00,40.7681,-73.9823
04/26/2014 22:18:00,40.7591,-73.9818
04/26/2014 22:20:00,40.7108,-73.9649
04/26/2014 22:22:00,40.7257,-73.9977
04/26/2014 22:28:00,40.8189,-73.9444
04/26/2014 22:40:00,40.7142,-73.9652
04/26/2014 22:41:00,40.743,-73.9794
04/26/2014 22:44:00,40.7299,-74.0041
04/26/2014 22:45:00,40.75,-73.9844
04/26/2014 22:48:00,40.7451,-73.9724
04/26/2014 22:50:00,40.7642,-73.9848
04/26/2014 22:57:00,40.7205,-73.9594
04/26/2014 22:58:00,40.8452,-73.8451
04/26/2014 22:58:00,40.7603,-73.9655
04/26/2014 23:13:00,40.7541,-73.9996
04/26/2014 23:14:00,40.6105,-73.954
04/26/2014 23:15:00,40.7337,-73.9898
04/26/2014 23:15:00,40.6767,-74.0189
04/26/2014 23:17:00,40.7741,-73.9484
04/26/2014 23:18:00,40.7669,-73.9599
04/26/2014 23:18:00,40.7716,-73.964
04/26/2014 23:19:00,40.7326,-73.9962
04/26/2014 23:21:00,40.7149,-73.9587
04/26/2014 23:21:00,40.731,-73.9933
04/26/2014 23:29:00,40.7232,-73.9895
04/26/2014 23:30:00,40.6961,-73.9773
04/26/2014 23:33:00,40.6358,-73.5823
04/26/2014 23:46:00,40.753,-73.6993
04/26/2014 23:58:00,40.7369,-73.9887
04/26/2014 23:59:00,40.7451,-74.0343
