Date/Time,Source Lat,Source Lon,Dest Lat,Dest Lon
04/25/2014 03:06:00,40.7575,-73.9788,40.7707,-73.8655
04/25/2014 03:09:00,40.7648,-73.9955,40.7052,-73.9208
04/25/2014 03:15:00,40.7642,-73.9828,40.6448,-73.7827
04/25/2014 03:17:00,40.6954,-73.7793,40.7064,-74.0159
04/25/2014 03:20:00,40.7639,-73.9587,40.7178,-74.0044
04/25/2014 03:24:00,40.7316,-73.9955,40.7508,-73.9789
04/25/2014 03:28:00,40.7384,-73.9935,40.759,-73.9807
04/25/2014 03:29:00,40.7425,-74.0043,40.7498,-73.948
04/25/2014 03:30:00,40.767,-73.9561,40.6953,-74.1793
04/25/2014 03:37:00,40.7646,-73.9727,40.7084,-73.9389
04/25/2014 03:47:00,40.7922,-73.9399,40.7415,-73.9934
04/25/2014 03:55:00,40.9864,-74.0451,40.7292,-73.9813
04/25/2014 03:56:00,40.7036,-73.875,40.6805,-73.9291
04/25/2014 03:56:00,40.757,-73.9739,40.8329,-73.9441
04/25/2014 03:57:00,40.7562,-73.9726,40.6869,-73.9938
04/25/2014 04:00:00,40.7329,-73.9959,40.7434,-74.0075
04/25/2014 04:00:00,40.7784,-73.9574,40.7599,-73.9958
04/25/2014 04:03:00,40.7485,-73.9945,40.7373,-73.9793
04/25/2014 04:05:00,40.7554,-73.9658,40.77,-73.8642
04/25/2014 04:06:00,40.7477,-74.0039,40.7323,-74.0078
04/25/2014 04:10:00,40.7077,-74.0102,40.7588,-73.9894
04/25/2014 04:16:00,40.7443,-73.9731,40.7389,-74.0054
04/25/2014 04:19:00,40.7373,-73.9945,40.7572,-73.9743
04/25/2014 04:19:00,40.7214,-74.0099,40.7653,-73.9634
04/25/2014 04:20:00,40.7127,-74.0097,40.7268,-73.9965
04/25/2014 04:24:00,40.7465,-73.9735,40.7448,-73.9914
04/25/2014 04:29:00,40.6752,-73.9677,40.7426,-74.0043
04/25/2014 04:31:00,40.7936,-73.9764,40.7167,-74.0
04/25/2014 04:34:00,40.8219,-73.8876,40.773,-73.9894
04/25/2014 04:36:00,40.6993,-73.9233,40.7397,-74.0065
04/25/2014 04:37:00,40.7147,-73.9638,40.7562,-73.9728
04/25/2014 04:38:00,40.7276,-74.0014,40.7417,-73.9832
04/25/2014 04:40:00,40.7709,-73.9863,40.8526,-73.892
04/25/2014 04:45:00,40.7683,-73.967,40.7261,-73.9982
04/25/2014 04:46:00,40.7331,-74.0053,40.7644,-73.9831
04/25/2014 04:49:00,40.7276,-73.9572,40.7628,-73.982
04/25/2014 04:57:00,40.7441,-73.9994,40.7216,-74.0111
04/25/2014 05:00:00,40.7209,-74.0042,40.7388,-74.008
04/25/2014 05:02:00,40.6748,-73.9423,40.7474,-73.9439
04/25/2014 05:03:00,40.7339,-73.9898,40.7228,-74.0063
04/25/2014 05:04:00,40.7188,-74.0035,40.6787,-74.0021
04/25/2014 05:04:00,40.6943,-74.1776,40.761,-73.979
04/25/2014 05:06:00,40.7031,-73.9852,40.6725,-74.0114
04/25/2014 05:08:00,40.758,-73.9894,40.7471,-73.9968
04/25/2014 05:10:00,40.7483,-74.0057,40.7227,-74.0104
04/25/2014 05:12:00,40.7243,-73.9911,40.7706,-73.9683
04/25/2014 05:12:00,40.6937,-73.9503,40.6827,-73.9613
04/25/2014 05:12:00,40.7328,-73.9959,40.763,-73.9782
04/25/2014 05:16:00,40.6459,-73.7768,40.7345,-74.0023
04/25/2014 05:16:00,40.7312,-73.9578,40.7538,-73.9886
04/25/2014 05:16:00,40.7328,-73.9874,40.7456,-74.0067
04/25/2014 05:16:00,40.7592,-73.911,40.776,-73.9442
04/25/2014 05:23:00,40.7209,-73.9912,40.6789,-73.9868
04/25/2014 05:24:00,40.7598,-73.9737,40.6459,-74.0235
04/25/2014 05:25:00,40.7663,-73.9609,40.6685,-73.9778
04/25/2014 05:27:00,40.9341,-73.8462,40.7163,-73.952
04/25/2014 05:29:00,40.6681,-73.9787,40.7199,-74.0078
04/25/2014 05:32:00,40.7207,-73.9842,40.6854,-73.9713
04/25/2014 05:33:00,40.8166,-73.9483,40.7499,-73.9793
04/25/2014 05:33:00,40.7265,-74.0023,40.6447,-73.7822
04/25/2014 05:33:00,40.7397,-73.9873,40.7765,-73.9468
04/25/2014 05:48:00,40.7762,-73.98,40.7553,-73.9825
04/25/2014 05:49:00,40.7256,-73.9932,40.7549,-73.98
04/25/2014 05:50:00,40.7678,-73.9581,40.646,-73.8005
04/25/2014 05:51:00,40.6484,-73.7828,40.7193,-74.0
04/25/2014 05:51:00,40.6459,-73.7768,40.6763,-73.9802
04/25/2014 05:52:00,40.6449,-73.7823,40.7418,-73.9747
04/25/2014 05:53:00,40.7496,-73.9724,40.743,-74.0075
04/25/2014 05:53:00,40.7259,-73.9919,40.7485,-73.9777
04/25/2014 05:54:00,40.7243,-73.9997,40.7741,-73.8712
04/25/2014 05:57:00,40.6449,-73.7821,40.7344,-73.9554
04/25/2014 05:57:00,40.7934,-73.9746,40.7198,-74.0072
04/25/2014 06:00:00,40.7487,-73.9775,40.7454,-73.9784
04/25/2014 06:01:00,40.7425,-73.9924,40.7268,-74.0056
04/25/2014 06:02:00,40.698,-73.9457,40.7281,-73.9852
04/25/2014 06:02:00,40.7578,-73.9889,40.7997,-73.9639
04/25/2014 06:04:00,40.7678,-73.9856,40.73,-74.0083
04/25/2014 06:05:00,40.69,-73.9379,40.7406,-74.0077
04/25/2014 06:05:00,40.7113,-73.9663,40.7688,-73.9582
04/25/2014 06:07:00,40.739,-74.0064,40.7693,-73.9832
04/25/2014 06:10:00,40.756,-73.9928,40.7073,-74.0138
04/25/2014 06:11:00,40.7218,-73.9581,40.7181,-74.0055
04/25/2014 06:11:00,40.7625,-73.9964,40.745,-74.005
04/25/2014 06:12:00,40.711,-74.0061,40.791,-73.9689
04/25/2014 06:12:00,40.7308,-73.989,40.7358,-73.9928
04/25/2014 06:12:00,40.7128,-73.9676,40.7509,-73.9788
04/25/2014 06:13:00,40.7425,-73.9918,40.5878,-74.6284
04/25/2014 06:13:00,40.703,-73.9297,40.7047,-74.0096
04/25/2014 06:14:00,40.711,-74.006,40.8048,-73.9665
04/25/2014 06:16:00,40.7288,-73.9784,40.7426,-73.9852
04/25/2014 06:16:00,40.7464,-74.0078,40.7836,-73.9548
04/25/2014 06:17:00,40.6961,-73.9683,40.7567,-73.9924
04/25/2014 06:19:00,40.7704,-73.9576,40.716,-74.0153
04/25/2014 06:20:00,40.7753,-73.9457,40.7186,-73.9834
04/25/2014 06:20:00,40.7872,-73.98,40.7422,-74.0083
04/25/2014 06:22:00,40.7348,-73.975,40.7192,-74.0087
04/25/2014 06:22:00,40.7753,-73.9503,40.7681,-73.9661
04/25/2014 06:23:00,40.7219,-74.0027,40.7304,-73.9937
04/25/2014 06:24:00,40.745,-73.9949,40.7385,-73.9997
04/25/2014 06:24:00,40.8579,-73.935,40.7335,-74.0029
04/25/2014 06:25:00,40.7706,-73.9571,40.7405,-74.0057
04/25/2014 06:29:00,40.7381,-74.0087,40.7587,-73.9727
04/25/2014 06:30:00,40.7918,-73.9774,40.6449,-73.7821
04/25/2014 06:30:00,40.7918,-73.9774,40.762,-73.9717
04/25/2014 06:31:00,40.7542,-73.965,40.9084,-73.9463
04/25/2014 06:31:00,40.7488,-73.9959,40.7078,-73.9682
04/25/2014 06:31:00,40.7393,-73.9879,40.7447,-73.9915
04/25/2014 06:33:00,40.7115,-73.9449,40.7401,-74.0058
04/25/2014 06:33:00,40.7697,-73.9803,40.7104,-73.9499
04/25/2014 06:33:00,40.6909,-73.9734,40.725,-73.9922
04/25/2014 06:34:00,40.7745,-73.9519,40.774,-73.8724
04/25/2014 06:35:00,40.7746,-73.9581,40.737,-73.9742
04/25/2014 06:36:00,40.6906,-73.9663,40.7555,-73.9937
04/25/2014 06:37:00,40.7756,-73.9485,40.7505,-73.9947
04/25/2014 06:38:00,40.7814,-73.9783,40.7311,-74.0103
04/25/2014 06:39:00,40.7604,-73.9704,40.7442,-73.9496
04/25/2014 06:40:00,40.78,-73.9193,40.7208,-73.987
04/25/2014 06:42:00,40.7433,-73.982,40.7201,-73.9885
04/25/2014 06:42:00,40.709,-73.9484,40.9213,-73.886
04/25/2014 06:42:00,40.773,-73.9662,40.7483,-74.0056
04/25/2014 06:46:00,40.7333,-73.9762,40.7404,-73.9964
04/25/2014 06:46:00,40.736,-74.0049,40.7472,-73.9873
04/25/2014 06:47:00,40.6682,-73.9895,40.7222,-73.984
04/25/2014 06:48:00,40.7307,-74.009,40.7058,-74.0098
04/25/2014 06:49:00,40.7951,-73.9761,40.6887,-73.9291
04/25/2014 06:49:00,40.7804,-73.9821,40.7219,-73.9874
04/25/2014 06:50:00,40.7253,-73.994,40.7406,-73.95
04/25/2014 06:50:00,40.7324,-73.9985,40.744,-74.0064
04/25/2014 06:51:00,40.8647,-73.8472,40.7168,-74.009
04/25/2014 06:51:00,40.7344,-74.0062,40.7428,-73.8256
04/25/2014 06:53:00,40.6419,-73.9736,40.7287,-73.9802
04/25/2014 06:54:00,40.7207,-73.9904,40.7544,-73.9771
04/25/2014 06:54:00,40.7765,-73.96,40.7455,-73.9754
04/25/2014 06:54:00,40.67,-73.9915,40.73,-73.8415
04/25/2014 06:54:00,40.709,-74.0167,40.7634,-73.9887
04/25/2014 06:56:00,40.7345,-74.0048,40.7684,-73.8623
04/25/2014 06:56:00,40.807,-73.9476,40.7449,-74.0087
04/25/2014 06:56:00,40.7843,-73.9552,40.7314,-74.0066
04/25/2014 06:58:00,40.7721,-73.9501,40.6752,-73.9889
04/25/2014 07:03:00,40.7168,-74.0147,40.7056,-74.01
04/25/2014 07:03:00,40.795,-73.9762,40.7766,-73.9626
04/25/2014 07:04:00,40.7275,-73.9851,40.7663,-73.9832
04/25/2014 07:05:00,40.7251,-73.9454,40.7403,-74.008
04/25/2014 07:06:00,40.7359,-73.9956,40.723,-73.9946
04/25/2014 07:06:00,40.7114,-74.0063,40.7844,-73.981
04/25/2014 07:07:00,40.7381,-74.0071,40.7567,-73.9719
04/25/2014 07:08:00,40.7364,-73.9989,40.7438,-73.9853
04/25/2014 07:08:00,40.703,-73.9847,40.7693,-73.9534
04/25/2014 07:08:00,40.8165,-73.9605,40.7447,-73.9828
04/25/2014 07:09:00,40.7538,-73.9678,40.7168,-74.002
04/25/2014 07:10:00,40.7438,-74.0062,40.6465,-73.7772
04/25/2014 07:10:00,40.7177,-74.0106,40.7686,-73.8628
04/25/2014 07:10:00,40.7945,-73.9663,40.723,-74.0002
04/25/2014 07:12:00,40.7711,-73.866,40.7548,-73.9993
04/25/2014 07:12:00,40.6854,-73.9673,40.7222,-73.9819
04/25/2014 07:12:00,40.7504,-73.9739,40.7398,-73.9851
04/25/2014 07:14:00,40.7347,-74.0043,40.7755,-73.9803
04/25/2014 07:14:00,40.7447,-73.9947,40.75,-73.9941
04/25/2014 07:15:00,40.7703,-73.9497,40.7449,-74.0033
04/25/2014 07:15:00,40.7362,-73.9963,40.7238,-73.9948
04/25/2014 07:15:00,40.7714,-73.9637,40.771,-73.9641
04/25/2014 07:15:00,40.7113,-74.0054,40.6344,-73.9082
04/25/2014 07:15:00,40.7147,-73.9824,40.7533,-73.9811
04/25/2014 07:15:00,40.8023,-73.9346,40.7105,-73.9838
04/25/2014 07:16:00,40.738,-73.9985,40.7564,-73.9722
04/25/2014 07:17:00,40.7945,-73.9635,40.7152,-74.0101
04/25/2014 07:17:00,40.7845,-73.9699,40.7289,-74.0005
04/25/2014 07:18:00,40.7786,-73.9496,40.6971,-73.9775
04/25/2014 07:18:00,40.7661,-73.9778,40.7422,-73.9952
04/25/2014 07:19:00,40.7373,-74.0039,40.7945,-73.9365
04/25/2014 07:20:00,40.7468,-73.9786,40.6716,-73.9579
04/25/2014 07:21:00,40.7504,-73.9969,40.7727,-73.9656
04/25/2014 07:22:00,40.7325,-73.9873,40.7452,-73.9473
04/25/2014 07:23:00,40.7649,-73.9611,40.7389,-73.9829
04/25/2014 07:24:00,40.7697,-73.9804,40.7132,-73.9414
04/25/2014 07:26:00,40.7467,-73.9817,40.7531,-73.9885
04/25/2014 07:26:00,40.7414,-73.9991,40.7646,-73.9824
04/25/2014 07:27:00,40.7668,-73.9792,40.7382,-73.9999
04/25/2014 07:27:00,40.7264,-73.9523,40.7449,-73.9856
04/25/2014 07:28:00,40.7451,-73.9931,40.791,-73.9535
04/25/2014 07:28:00,40.7647,-73.9634,40.7214,-74.009
04/25/2014 07:28:00,40.7779,-73.9753,40.8271,-73.9727
04/25/2014 07:29:00,40.7168,-73.9505,40.7495,-73.9953
04/25/2014 07:29:00,40.7556,-73.9732,40.8298,-73.9278
04/25/2014 07:29:00,40.7446,-74.0064,40.7081,-74.0061
04/25/2014 07:31:00,40.7245,-73.9913,40.8003,-73.9632
04/25/2014 07:31:00,40.7426,-73.9994,40.7593,-73.9793
04/25/2014 07:33:00,40.7201,-73.9956,40.7725,-73.9671
04/25/2014 07:34:00,40.7618,-73.985,40.732,-74.0037
04/25/2014 07:34:00,40.7644,-73.9688,40.6446,-73.7828
04/25/2014 07:35:00,40.7208,-73.9832,40.7232,-73.999
04/25/2014 07:35:00,40.733,-73.9745,40.7247,-73.9917
04/25/2014 07:35:00,40.7389,-73.9965,40.7058,-74.0081
04/25/2014 07:35:00,40.7761,-73.9603,40.7345,-74.003
04/25/2014 07:36:00,40.721,-74.0041,40.7211,-73.9887
04/25/2014 07:36:00,40.7717,-73.9888,40.7353,-74.0098
04/25/2014 07:37:00,40.7347,-73.9795,40.7444,-73.9917
04/25/2014 07:37:00,40.7306,-74.009,40.7461,-73.9851
04/25/2014 07:37:00,40.7325,-73.9938,40.7113,-74.0107
04/25/2014 07:37:00,40.7232,-73.9451,40.7229,-73.9985
04/25/2014 07:39:00,40.7772,-73.9595,40.7183,-73.9937
04/25/2014 07:39:00,40.7859,-73.9766,40.7414,-73.9876
04/25/2014 07:40:00,40.666,-73.9832,40.7708,-73.8654
04/25/2014 07:40:00,40.7732,-73.9546,40.6452,-74.0195
04/25/2014 07:40:00,40.7275,-74.0501,40.7555,-73.9763
04/25/2014 07:40:00,40.7327,-73.9815,40.7558,-73.9792
04/25/2014 07:41:00,40.7459,-73.9779,40.6355,-74.0157
04/25/2014 07:41:00,40.7665,-73.9519,40.7116,-73.9612
04/25/2014 07:41:00,40.7053,-74.0076,40.7635,-73.9829
04/25/2014 07:41:00,40.7702,-73.9618,40.7468,-73.9906
04/25/2014 07:42:00,40.7246,-73.9784,40.7223,-73.9861
04/25/2014 07:43:00,40.7507,-73.9742,40.7626,-73.9822
04/25/2014 07:43:00,40.7214,-74.0023,40.7389,-73.9888
04/25/2014 07:43:00,40.7718,-73.9559,40.7632,-73.9741
04/25/2014 07:43:00,40.727,-73.9802,40.7858,-73.9801
04/25/2014 07:43:00,40.7619,-73.9847,40.7777,-73.9511
04/25/2014 07:44:00,40.7017,-73.9515,40.7574,-73.9895
04/25/2014 07:44:00,40.7221,-73.9853,40.6326,-73.9456
04/25/2014 07:45:00,40.7154,-74.0115,40.7201,-73.9989
04/25/2014 07:45:00,40.7441,-73.9765,40.7414,-73.9939
04/25/2014 07:46:00,40.7059,-73.9431,40.723,-74.005
04/25/2014 07:47:00,40.7308,-73.9874,40.7298,-73.9989
04/25/2014 07:48:00,40.7651,-73.9879,40.7661,-73.9572
04/25/2014 07:49:00,40.7333,-73.9889,40.734,-73.9968
04/25/2014 07:49:00,40.7365,-73.9855,40.7489,-74.007
04/25/2014 07:50:00,40.689,-73.9952,40.7583,-73.9752
04/25/2014 07:50:00,40.7335,-74.0063,40.7445,-73.9568
04/25/2014 07:50:00,40.823,-73.9472,40.7226,-74.0015
04/25/2014 07:50:00,40.7303,-73.9922,40.7642,-73.9104
04/25/2014 07:51:00,40.7648,-73.9783,40.7111,-74.0163
04/25/2014 07:51:00,40.7258,-73.996,40.7638,-73.9757
04/25/2014 07:53:00,40.7345,-73.9899,40.6462,-73.777
04/25/2014 07:53:00,40.7241,-74.0094,40.7172,-74.0096
04/25/2014 07:54:00,40.7754,-73.984,40.7262,-73.9932
04/25/2014 07:54:00,40.732,-73.9957,40.7073,-74.0086
04/25/2014 07:54:00,40.6788,-74.0017,40.6942,-73.949
04/25/2014 07:55:00,40.7229,-74.0033,40.8034,-73.9646
04/25/2014 07:55:00,40.7413,-73.9926,40.7578,-73.9737
04/25/2014 07:55:00,40.7745,-73.9638,40.7226,-73.9992
04/25/2014 07:56:00,40.7408,-73.9872,40.7399,-73.9911
04/25/2014 07:57:00,40.7202,-74.0001,40.7574,-73.9824
04/25/2014 07:57:00,40.7229,-73.9931,40.7537,-73.993
04/25/2014 07:57:00,40.7111,-74.0057,40.7067,-74.0163
04/25/2014 07:57:00,40.7247,-73.9945,40.6517,-73.9504
04/25/2014 07:57:00,40.7723,-73.9525,40.7536,-73.9775
04/25/2014 07:58:00,40.7358,-74.0023,40.7401,-73.9918
04/25/2014 07:58:00,40.744,-73.992,40.7598,-73.9751
04/25/2014 07:59:00,40.6727,-73.98,40.775,-73.9608
04/25/2014 08:01:00,40.6677,-73.7959,40.7274,-73.9919
04/25/2014 08:03:00,40.7254,-74.0092,40.7585,-73.9901
04/25/2014 08:04:00,40.7377,-73.9826,40.7227,-74.0086
04/25/2014 08:04:00,40.7832,-73.9571,40.7418,-74.0045
04/25/2014 08:05:00,40.7384,-73.9852,40.7451,-73.9949
04/25/2014 08:05:00,40.7672,-73.982,40.7439,-73.9971
04/25/2014 08:05:00,40.7613,-73.9995,40.7623,-73.9861
04/25/2014 08:06:00,40.7409,-73.9765,40.7615,-73.9744
04/25/2014 08:06:00,40.7431,-73.9991,40.7527,-73.9711
04/25/2014 08:06:00,40.724,-73.9879,40.7486,-73.9842
04/25/2014 08:06:00,40.7516,-74.0037,40.7605,-73.98
04/25/2014 08:06:00,40.7253,-73.952,40.7808,-73.9586
04/25/2014 08:07:00,40.7659,-73.9767,40.7613,-73.9995
04/25/2014 08:08:00,40.7137,-73.9631,40.7437,-73.9945
04/25/2014 08:08:00,40.6537,-73.9731,40.7748,-73.9645
04/25/2014 08:09:00,40.7344,-74.0091,40.7468,-73.9807
04/25/2014 08:09:00,40.7161,-74.0151,40.7793,-73.9579
04/25/2014 08:09:00,40.7751,-73.979,40.7619,-73.9949
04/25/2014 08:10:00,40.7174,-73.9646,40.7223,-73.9575
04/25/2014 08:11:00,40.7451,-73.9999,40.7106,-73.9661
04/25/2014 08:12:00,40.6461,-73.7767,40.7587,-73.991
04/25/2014 08:12:00,40.7362,-73.9769,40.7555,-74.0458
04/25/2014 08:13:00,41.0737,-73.8593,40.7329,-74.0076
04/25/2014 08:14:00,40.7679,-73.9561,40.7683,-73.9659
04/25/2014 08:14:00,40.7238,-73.9782,40.6449,-73.7823
04/25/2014 08:15:00,40.7381,-73.9813,40.7496,-73.9762
04/25/2014 08:16:00,40.7822,-73.976,40.7423,-73.9092
04/25/2014 08:16:00,40.7589,-73.9942,40.7631,-73.9813
04/25/2014 08:16:00,40.7684,-73.9818,40.6448,-73.7819
04/25/2014 08:16:00,40.7269,-73.9799,40.7508,-73.9944
04/25/2014 08:18:00,40.7657,-73.9884,40.726,-73.9918
04/25/2014 08:19:00,40.7303,-73.99,40.7215,-73.9887
04/25/2014 08:19:00,40.7487,-73.9424,40.711,-74.0056
04/25/2014 08:21:00,40.7702,-73.9536,40.831,-73.8845
04/25/2014 08:21:00,40.761,-73.9975,40.7054,-73.9333
04/25/2014 08:22:00,40.7681,-73.9814,40.754,-73.996
04/25/2014 08:22:00,40.6873,-73.9977,40.7506,-73.9457
04/25/2014 08:22:00,40.7187,-73.9834,40.7555,-73.9838
04/25/2014 08:22:00,40.7597,-73.9858,40.759,-73.9798
04/25/2014 08:23:00,40.7185,-73.9863,40.7402,-74.0058
04/25/2014 08:23:00,40.6976,-73.9587,40.7624,-73.9689
04/25/2014 08:25:00,40.7516,-73.9806,40.7821,-73.9717
04/25/2014 08:25:00,40.6801,-73.995,40.7067,-74.0102
04/25/2014 08:25:00,40.7794,-73.9531,40.7409,-73.9919
04/25/2014 08:26:00,40.7163,-74.0151,40.7194,-74.0
04/25/2014 08:26:00,40.7538,-73.9678,40.7426,-73.9996
04/25/2014 08:26:00,40.7626,-73.9966,40.7563,-73.9935
04/25/2014 08:26:00,40.8092,-73.9522,40.7478,-73.973
04/25/2014 08:27:00,40.7407,-74.0046,40.7251,-74.0031
04/25/2014 08:27:00,40.7193,-73.9859,40.7811,-73.9795
04/25/2014 08:27:00,40.7583,-73.9653,40.8474,-73.9354
04/25/2014 08:27:00,40.7274,-73.9921,40.7644,-73.9715
04/25/2014 08:29:00,40.7663,-73.9636,40.7505,-73.9835
04/25/2014 08:30:00,40.7649,-73.9788,40.7742,-73.9454
04/25/2014 08:30:00,40.7306,-73.9778,40.7599,-73.979
04/25/2014 08:30:00,40.7206,-73.9548,40.8457,-73.8293
04/25/2014 08:31:00,40.6806,-73.9947,40.7413,-73.9239
04/25/2014 08:31:00,40.8022,-73.9421,40.7567,-73.9701
04/25/2014 08:32:00,40.7813,-73.9801,40.721,-73.9556
04/25/2014 08:32:00,40.7819,-73.9775,40.741,-74.0076
04/25/2014 08:34:00,40.7499,-73.9914,40.717,-74.0111
04/25/2014 08:34:00,40.7678,-73.9915,40.7325,-73.9816
04/25/2014 08:34:00,40.7249,-73.9813,40.6418,-73.7892
04/25/2014 08:35:00,40.7354,-73.9826,40.7739,-73.8722
04/25/2014 08:35:00,40.7852,-73.9692,40.7638,-73.9885
04/25/2014 08:36:00,40.7564,-73.9776,40.7275,-73.985
04/25/2014 08:36:00,40.7157,-74.0098,40.7165,-74.0165
04/25/2014 08:39:00,40.7157,-74.0091,40.6812,-73.9724
04/25/2014 08:40:00,40.7199,-74.008,40.8533,-73.9296
04/25/2014 08:41:00,40.7649,-73.9842,40.7636,-73.9712
04/25/2014 08:42:00,40.6869,-73.9581,40.7389,-74.0092
04/25/2014 08:42:00,40.7803,-73.9496,40.7418,-73.9831
04/25/2014 08:42:00,40.7741,-73.8726,40.7281,-73.9909
04/25/2014 08:42:00,40.7243,-73.996,40.7646,-73.9688
04/25/2014 08:44:00,40.6012,-73.9822,40.689,-73.9889
04/25/2014 08:44:00,40.6745,-73.7488,40.7635,-73.9767
04/25/2014 08:45:00,40.7782,-73.9551,40.778,-73.9539
04/25/2014 08:46:00,40.723,-73.9932,40.7355,-74.0099
04/25/2014 08:46:00,40.7903,-73.9757,40.7586,-73.9612
04/25/2014 08:47:00,40.7404,-73.9963,40.7557,-73.976
04/25/2014 08:47:00,40.7438,-74.0063,40.7522,-73.9752
04/25/2014 08:49:00,40.7695,-73.9601,40.7019,-73.9896
04/25/2014 08:49:00,40.6936,-73.9835,40.7327,-74.0084
04/25/2014 08:50:00,40.771,-73.9554,40.7213,-74.0014
04/25/2014 08:50:00,40.7379,-73.9902,40.7434,-73.9999
04/25/2014 08:51:00,40.6466,-73.7896,40.7273,-73.9884
